,Unnamed: 0.1,Unnamed: 0,track_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,track_name,artist_name,cluster_label
19,50,50,212,0.8440504744,0.6687378163,0.3569577601,0.0298648372,0.35,0.0289271098,100.117,0.3488174034,When I Arive,Ed Askew,7
20,51,51,213,0.933741035,0.3127198225,0.3409990466,0.9192423237,0.0829758431,0.032745236,142.499,0.0430538151,Boute,Au,3
21,55,55,237,0.9683181687,0.3062691187,0.5410397893,0.9562061822,0.0887635206,0.1182327158,130.996,0.039938682,Garbage and (Garbage and Fire),Barnacled,1
22,57,57,247,0.9933968022,0.4419715548,0.4848943949,0.938292699,0.0928928461,0.0449218687,133.196,0.6382050743,A New Map for Kissing,Bird Names,3
23,58,58,249,0.9797552518,0.3717837511,0.5234081405,0.9688381615,0.1094469618,0.0703791312,168.606,0.3771696974,The Indefinite Time Yet to Come,Bird Names,2
24,60,60,255,0.9873281737,0.7035909913,0.4357120518,0.9017230301,0.1137581203,0.0676240084,122.811,0.9108207732,We Want to be Old,Bird Names,1
25,61,61,256,0.4302465419,0.2620499343,0.9720856699,0.8966929619,0.35,0.151244955,118.281,0.0617962599,Toggle,Black Elk,1
26,62,62,257,0.3570855747,0.1893451584,0.9397064969,0.9456612187,0.1468501128,0.0640669936,83.959,0.2022597185,My Lil',Black Elk,4
27,63,63,258,0.0614753069,0.2876325615,0.9386526141,0.8752996372,0.1165203541,0.0906159476,119.803,0.1425962452,Eyebone,Black Elk,1
28,100,100,341,0.977281533,0.4688077411,0.134975265,0.687699751,0.1053807374,0.0731240339,119.646,0.4307074319,Count Dracula's castle,Blah Blah Blah,1
29,102,102,343,0.5486661313,0.4570068421,0.181635435,8.0627e-06,0.1303319789,0.1121453638,124.648,0.2591472334,Cybernetics,Blah Blah Blah,1
30,110,110,352,0.9901322166,0.5298784857,0.1981746414,0.949358547,0.1336387826,0.0256587222,61.177,0.4432219238,In Arabia,Blah Blah Blah,6
31,123,123,368,0.6372758449,0.3129760859,0.1164692389,0.5407334524,0.1017832597,0.0482104514,135.812,0.0761348547,Vampires,Blah Blah Blah,3
32,124,124,369,0.7156408908,0.7308891078,0.1578463539,0.9365707377,0.1113647497,0.2245479369,93.035,0.1971237006,Whistle while you work,Blah Blah Blah,4
33,132,132,397,0.6251363546,0.2199444847,0.167366822,0.7644133367,0.3491046221,0.0559378948,74.391,0.0934872165,The Tides Of Land,Borful Tang,6
34,133,133,398,0.0024338129,0.4512967298,0.9724695144,0.9167949979,0.3091093047,0.153491982,141.074,0.0354592456,Borful Tang Loves Nomeansno,Borful Tang,3
35,134,134,399,0.0812276693,0.1572872906,0.8944750334,0.9051462774,0.2310347678,0.1365506852,112.08,0.0319849213,ELI,Borful Tang,7
36,135,135,400,0.9892822451,0.1520056826,0.0912037369,0.7602147359,0.1384743068,0.037363613,64.902,0.0339170195,Electronic Interlude VI,Borful Tang,6
37,140,140,405,0.0002133053,0.2523819684,0.2849708228,0.9396469807,0.0893675897,0.0746311671,88.702,0.0397661155,Majestic Shuffle,Borful Tang,4
38,147,147,414,0.9391715241,0.4878947251,0.3929718001,0.0362408995,0.35,0.6214270932,111.627,0.315653435,John And Mary - The Restaurant,Borful Tang,7
39,168,168,534,0.9954284179,0.3114615442,0.1438200274,0.9195401144,0.1202089823,0.0404929027,79.795,0.4733627871,I Can See You,Charles Manson,4
40,169,169,535,0.9955650766,0.4053275332,0.146650627,0.9534616919,0.1107407369,0.0379361855,88.726,0.3503921264,Angels Fear To Tread,Charles Manson,4
41,170,170,536,0.9957700915,0.5624159761,0.2012553388,0.9629103246,0.1119048257,0.097791467,127.066,0.5693952593,Riding On Your Fears,Charles Manson,1
42,171,171,537,0.9949853171,0.3983451005,0.2215937367,0.8448604703,0.1113261856,0.277007498,178.46,0.2250071605,I Don't Need Water Sprinklers In The Desert,Charles Manson,0
43,174,174,540,0.9957162406,0.4485085105,0.148548727,0.9423216421,0.1162726601,0.046574613,45.532,0.3559093211,The Black Pirate,Charles Manson,6
44,180,180,546,0.9956504513,0.5716136809,0.2128768901,0.9425357801,0.1128822634,0.0683075865,98.047,0.4441029627,If You Have No One,Charles Manson,7
45,184,184,550,0.2040894201,0.7132469337,0.5018266524,0.8018495637,0.1106377913,0.0323661808,95.003,0.7012988341,Cello Duet No. 1,Chief Boima,4
46,187,187,564,0.9395138142,0.7214656218,0.3891765094,0.9457064471,0.1006270127,0.0379572892,87.284,0.9159781586,The Sugar Society,Cinwaves,4
47,196,196,573,0.3423262003,0.1760942769,0.6395523483,0.9265869856,0.0841585476,0.0497420534,125.603,0.1502113238,When My Ship Comes In,Clockcleaner,1
48,197,197,574,0.3049734899,0.0776074462,0.985285921,0.6842740657,0.3111749891,0.0672688702,178.194,0.2626510913,Caliente Queen,Clockcleaner,0
49,200,200,583,0.7489863599,0.765886384,0.5131728924,0.9572094645,0.35,0.8869136954,180.025,0.401672005,"WAR (If It Feels Good, Do It!)",DJ's of Mass Destruction,0
50,201,201,584,0.5187755094,0.7374732582,0.5444131554,0.8026578509,0.110735277,0.4500233347,191.933,0.8958515287,Liberate The Children (Live),DJ's of Mass Destruction,0
51,202,202,585,0.921198207,0.7334651133,0.4675204562,0.397152876,0.1574448915,0.6596091362,192.158,0.5520036221,Weapons? What Weapons of Mass Destruction? (Live),DJ's of Mass Destruction,0
52,205,205,602,0.9874326721,0.3208894632,0.0574058783,0.7858920004,0.0920788278,0.0401459234,75.739,0.0600717329,Disappearing,Dora Bleu,6
53,206,206,603,0.9760320853,0.4940761227,0.0663499835,0.6906181199,0.1125234971,0.0532629089,114.431,0.1130603815,Lover of Nightmares,Dora Bleu,1
54,208,208,605,0.6457261123,0.3918469105,0.9834314012,0.2198899012,0.0665380065,0.0402719287,151.461,0.3298025339,I Was So Bored I Wanted To Hang Myself On The Dancefloor,Double Dagger,2
55,211,211,608,0.5941410357,0.4274533314,0.7723291791,0.7073819743,0.1897981371,0.0450513825,107.025,0.3615675733,Punk Rock vs. Swiss Modernism,Double Dagger,7
56,218,218,619,0.9890941171,0.2199489407,0.4194117232,0.2385300075,0.35,0.0783173851,91.176,0.1633188379,Pebble Beach,Ed Askew,4
57,219,219,620,0.8852881115,0.7879726403,0.2364810285,0.9077923919,0.1175990858,0.0365775796,140.057,0.4772115046,Arabesque,Ed Askew,3
58,220,220,621,0.9763283789,0.3374758924,0.3387460962,0.7089930973,0.1168317399,0.0331432935,99.978,0.1846307315,Blue Eyed Baby,Ed Askew,7
59,224,224,625,0.984743848,0.3434473556,0.2938124533,0.0576944525,0.0964654294,0.0298711645,92.749,0.0974817452,Climbing To The Top,Ed Askew,4
60,228,228,629,0.3420613723,0.6286511934,0.303808952,0.066498589,0.0663054649,0.031285761,78.128,0.0932170151,Dancing On Water,Ed Askew,4
61,230,230,631,0.5168458322,0.538650091,0.5446485534,0.9425298367,0.0564662995,0.0307536957,97.988,0.7280710848,Buddha Smiles,Ed Askew,7
62,231,231,633,0.7083949157,0.2703633073,0.5699974225,0.9698735352,0.1133340135,0.034883829,86.65,0.0850754128,Indian Giver,El Jesus De Magico,4
63,233,233,635,0.1528135518,0.1898649332,0.6353565314,0.8951584537,0.1059434216,0.0301011679,93.86,0.341445384,Xmas at Wounded Knee,El Jesus De Magico,4
64,257,257,664,0.9719912693,0.6006659724,0.2492559891,0.633551075,0.1058938504,0.3688745921,114.618,0.6439860776,side 6 - not funny,Ethan Persoff,1
65,258,258,665,0.5560528632,0.2554061538,0.6615805112,0.8603736975,0.1040053321,0.0457623212,109.914,0.0932941442,Disneyland (edit),Ethan Persoff,7
66,259,259,669,0.8835853949,0.3235987807,0.5345873058,0.04023272,0.1481503615,0.1197624735,168.43,0.8996997224,Dream,Fanatic,2
67,262,262,673,0.7681815541,0.475444112,0.4362278543,7.44994e-05,0.1139823513,0.3735278255,169.574,0.6676578247,Rise,Fanatic,2
68,264,264,677,0.7102616331,0.4886594232,0.5377457365,0.00149556,0.2946415379,0.4316631395,109.543,0.4847342026,The_Tension,Fanatic,7
69,265,265,679,0.8669373192,0.4399469641,0.4953799072,0.0115330797,0.1054803751,0.1932393787,90.524,0.6771882508,Change Thoughts,Fanatic,4
70,266,266,681,0.333986842,0.5331187838,0.3994839039,0.0159210267,0.1157011416,0.0516377921,150.965,0.2865027958,Sunshine,Fanatic,3
71,272,272,690,0.0403489418,0.2967392425,0.9564261719,0.9340780549,0.35,0.0760720385,146.953,0.3121138885,Cataclysm,Flying Luttenbachers,3
72,276,276,694,0.1458427055,0.4053453629,0.842615945,1.18e-08,0.0666304994,0.5634644339,98.315,0.3443116064,Planet Say (featuring Faust),Food For Animals,7
73,277,277,695,0.3113244672,0.2916881798,0.8108574058,0.44010699,0.35,0.1060185314,166.2,0.5480567941,Elephants,Food For Animals,2
74,281,281,714,0.3654471625,0.2617475693,0.0723938509,0.8740612382,0.1313893741,0.0378087678,45.527,0.0342540436,Circle Moon,Fursaxa,6
75,282,282,715,0.9688864623,0.1553403861,0.2123027599,0.9454553954,0.3451333806,0.0379409424,93.523,0.0545813398,Kokopelli,Fursaxa,4
76,283,283,716,0.9850551899,0.1246810839,0.0263421742,0.9682346122,0.1039391422,0.0444218081,145.716,0.0337189309,Saxalainen,Fursaxa,3
77,284,284,717,0.8592502066,0.1671394584,0.1257387686,0.9354126218,0.1494518797,0.0510931268,124.129,0.0340101489,Tyranny,Fursaxa,1
78,285,285,718,0.9604920231,0.3342395136,0.1038395016,0.0017117108,0.1322383258,0.0340278803,25.0,0.0393351264,Song Of The Spindle Berry,Fursaxa,6
79,287,287,720,0.4742871945,0.4523218872,0.729661979,0.9684598708,0.1025465951,0.0721261106,175.833,0.2322568119,Camera Shy,Fuzz Unlimited,0
80,291,291,777,0.1286144952,0.644333109,0.4460819136,0.2665649572,0.1749126969,0.2035079652,110.101,0.2329889961,Relaxing,Glove Compartment,7
81,310,310,814,0.9926913948,0.2908645125,0.1011084324,0.8967505241,0.1115529286,0.0296174812,100.979,0.2022765231,Motion Passings,Hall Of Fame,7
82,311,311,821,0.4004944242,0.8625099361,0.2514695821,0.9089261368,0.3239905292,0.1136176059,105.036,0.0393987667,Sir,Hecuba,7
83,312,312,822,0.6743564014,0.8704490089,0.2751175212,0.8860449362,0.1043789381,0.0880396925,119.997,0.3283175456,Tom & Jerry,Hecuba,1
84,313,313,823,0.2127990615,0.828657152,0.3549812662,0.8871058479,0.0924122247,0.076563088,128.014,0.1429171341,YES,Hecuba,1
85,314,314,824,0.489298592,0.116336464,0.9154605857,0.9203064458,0.1879605054,0.0677352464,187.817,0.260341696,Black Mold,Here Comes A Big Black Cloud!!,0
86,315,315,825,0.9942135098,0.0850660337,0.9326844569,0.9718580224,0.1230686834,0.0979859594,215.0,0.0379481555,Death March,Here Comes A Big Black Cloud!!,5
87,316,316,826,0.9224228089,0.1258687834,0.929789877,0.9560028679,0.1191550358,0.0801811596,152.486,0.031685449,Graverobbin,Here Comes A Big Black Cloud!!,2
88,319,319,829,0.8606671418,0.1167536659,0.7252277306,0.9307923188,0.0817668224,0.0956310017,156.887,0.0394065151,The Fly Pt. II,Here Comes A Big Black Cloud!!,2
89,320,320,830,0.3530200144,0.3680981225,0.941321607,0.7106046625,0.1509455929,0.1149938152,84.409,0.4857158252,Vietnam,Here Comes A Big Black Cloud!!,4
90,335,335,853,0.9957009005,0.2129394543,0.3495002665,0.9709433459,0.2784205049,0.0365954761,90.442,0.3273490715,Welsinsni Melodyi,Hutzl Ukranian Ensemble,4
91,336,336,855,0.0001647558,0.2287332256,0.9174750096,0.9532618597,0.0769286927,0.0407460859,198.505,0.8395525807,Aimless Journey,I Am the Liquor,5
92,338,338,858,0.0105709605,0.2066486263,0.9628938906,0.0551973202,0.3220625515,0.168999065,128.306,0.0791965448,Blastered,I Am the Liquor,1
93,341,341,861,8.02457e-05,0.2282801019,0.9166640645,0.8910324047,0.2798160871,0.0927086236,82.087,0.5961285095,Kicking & Screaming,I Am the Liquor,4
94,343,343,863,3.66041e-05,0.2671413876,0.9808991815,0.7962105893,0.1167457925,0.0787449507,147.508,0.3300891358,Bariwax,I Am the Liquor,3
95,348,348,878,0.6917570733,0.1681636075,0.2174108361,0.9414201517,0.1088256767,0.0470042422,103.62,0.0649701465,Bad Carnival Acid,Illusion of Safety,7
96,351,351,881,0.9957964501,0.3123503978,0.0502622521,0.8671036577,0.1075874501,0.0421675546,120.057,0.038634765,I could be wrong,Illusion of Safety,1
97,358,358,889,0.0012261273,0.1713533393,0.0095680062,0.8398810593,0.1069385893,0.0507324513,119.915,0.0307948442,Wasteland,Illusion of Safety,1
98,359,359,896,0.7723185627,0.2030696694,0.9895928409,0.5061930458,0.1405053922,0.0437406973,172.263,0.1525249696,2012,Impediments,0
99,361,361,992,0.2261013035,0.5806586344,0.8334278764,0.9403879859,0.0818228668,0.2546477296,47.002,0.5736834703,Beautiful Song w/ kick drum solo,Jason Willett,6
100,362,362,993,0.0092722141,0.7035903369,0.6890474099,0.8078660414,0.0899693605,0.0542027079,130.527,0.1346264165,Or So I've Been Told,Jad Fair and Jason Willett,1
101,366,366,1014,0.0010587609,0.1097386344,0.6582333772,0.9167443269,0.0941579993,0.0388572412,167.38,0.3219508221,"Turk, Taylor and Jones",Kowloon Walled City,2
102,367,367,1015,0.1228025375,0.3229329076,0.9620694469,0.9583905053,0.1309009791,0.0523648904,135.446,0.1658239592,My Hands Are Turning To Bricks,Kowloon Walled City,3
103,368,368,1016,0.0796226641,0.0738091931,0.8429030955,0.9655157777,0.0956707909,0.0584724552,173.212,0.1075729181,Another Corporate Takeover,Kowloon Walled City,0
104,369,369,1017,0.1086041861,0.1219706389,0.7688322148,0.9671974181,0.1008880327,0.0660217721,82.594,0.1422500779,Inheritance,Kowloon Walled City,4
105,370,370,1018,0.0008873478,0.2515633458,0.5780912339,0.9122751845,0.0834925916,0.0460077891,167.155,0.0685266994,Make Us Pay,Kowloon Walled City,2
106,373,373,1022,0.8638868881,0.4412541758,0.312851805,0.9230564495,0.1187977618,0.165107277,84.696,0.7341441575,Inasmuch As,Kyle Bruckmann's Wrack,4
107,374,374,1023,0.9617069488,0.1617742644,0.1161296166,0.940414114,0.0929695202,0.037575074,144.12,0.0441931171,Despite All Evidence to the Contrary,Kyle Bruckmann's Wrack,3
108,375,375,1028,0.6971715601,0.3688747806,0.527989409,0.2973903068,0.0923638816,0.0428901927,100.935,0.3238368034,Masters Of Science Fiction,Lazy Magnet,7
109,376,376,1029,0.3175201122,0.6204455419,0.4587523585,0.397527214,0.1184545121,0.1068838756,87.759,0.6205689033,Wilder Climes,Lazy Magnet,4
110,377,377,1041,0.1978260364,0.2686401738,0.4818082687,0.9192234144,0.0755904104,0.0305330429,160.913,0.2467655161,Live with Steve MacKay of the Stooges,Liquorball,2
111,378,378,1042,0.4759187254,0.5150556562,0.7023293098,0.9449396943,0.0868208925,0.0907005156,137.225,0.4796597003,Big Ole Bear,Little Howlin' Wolf,3
112,379,379,1043,0.9671068346,0.5448460587,0.803262718,0.3955642263,0.081723629,0.2575790104,106.644,0.7304333973,I'm Shufflin',Little Howlin' Wolf,7
113,380,380,1044,0.2644725891,0.471740459,0.6430916162,0.8889790749,0.0708303012,0.3022152172,124.399,0.642325482,Last Double Eagle,Little Howlin' Wolf,1
114,381,381,1045,0.909196759,0.6564812275,0.3741405648,0.9678134667,0.1107418569,0.131874956,110.595,0.4491930382,Baltimore Raven,Little Howlin' Wolf,7
115,382,382,1046,0.861711219,0.5517967186,0.4011596408,0.9374355312,0.1136558391,0.3515596065,80.249,0.4642275826,Eulb,Little Howlin' Wolf,4
116,383,383,1047,0.9884612225,0.4691277704,0.763657198,0.9696272441,0.0992983067,0.1864323607,97.098,0.0980567101,Astral Blue,Little Howlin' Wolf,7
117,384,384,1048,0.9874280148,0.6226636668,0.2957272593,0.9645739398,0.1076558529,0.0615262894,90.02,0.1969678142,Blue Coochology,Little Howlin' Wolf,4
118,388,388,1052,0.1452556638,0.271993866,0.5090157613,0.8056360942,0.1049244064,0.0574217391,155.582,0.2034626561,Wide Mouth Penetrated Makeshift Mustache Man,Lovely Little Girls,2
119,389,389,1058,0.6536072376,0.3835619072,0.698242852,0.8390305452,0.1166887024,0.034343807,84.695,0.7087884831,Credo,Lozenge,4
120,390,390,1059,0.7046913672,0.4093919775,0.6216217211,0.8656251172,0.1190748471,0.0543002837,176.823,0.8663113212,Numbrcrunchr,Lozenge,0
121,391,391,1060,0.6868038914,0.3073197862,0.894570286,0.925469497,0.1234838669,0.0921143885,152.756,0.1927634725,Fuck The man,Lozenge,2
122,392,392,1061,0.7644808124,0.1838776736,0.9875298874,0.9597784881,0.0671401293,0.0711370015,77.777,0.2252480639,Mr Fancy pants,Lozenge,4
123,394,394,1063,0.476578254,0.2039286814,0.9561959344,0.8017971827,0.0490336906,0.0627064369,180.607,0.4442381181,No Fair,Lozenge,0
124,395,395,1064,0.6070855624,0.1478356274,0.9672855625,0.9509482401,0.0997903235,0.0526410548,85.414,0.0385402009,Undrbelly,Lozenge,4
125,401,401,1082,0.9957686039,0.4592608447,0.0081617746,0.9157699025,0.0995986856,0.0408221292,139.061,0.341419311,Nam Nhi-tu,M. Nguyen Van Minh-Con,3
126,402,402,1085,0.45522274,0.8667583226,0.6196455583,0.7670349199,0.0569321346,0.3774836969,125.072,0.9637903845,jamdek,Mahjongg,1
127,403,403,1086,0.1666800431,0.781013456,0.7248408828,0.9068753387,0.35,0.1082738645,113.617,0.9603997692,countdown (the chicken),Mahjongg,7
128,404,404,1087,0.0709493266,0.5846425808,0.814832734,0.9237026049,0.1124871845,0.0398695264,132.949,0.9696536182,Tell The Police The Truth,Mahjongg,3
129,405,405,1088,3.32278e-05,0.4375428193,0.8373154503,0.951765095,0.0842591489,0.0571663922,160.807,0.3207340621,aluminum,Mahjongg,2
130,406,406,1089,0.8825427652,0.2957178061,0.4826289493,0.9488093517,0.3237117722,0.0365382056,81.614,0.5157535464,(bishop) desmond tutu,Mahjongg,4
131,409,409,1102,0.1954238958,0.421607336,0.7028404521,0.8775190037,0.0632641788,0.20004932,78.29,0.3579773542,Rare Vodka from the Fourteenth Century,Mary Halvorson and Weasel Walter,4
132,410,410,1105,0.0015108135,0.1196171226,0.9320856806,0.9309305129,0.0658842353,0.0757161044,166.922,0.1758875824,Song 1,Mayor Daley,2
133,411,411,1106,0.0004013785,0.182061785,0.6237969269,0.9237982343,0.1356740411,0.0686148466,91.252,0.286894964,Up With People,Mayor Daley,4
134,412,412,1107,0.0180024331,0.2988842128,0.9306047459,0.954249383,0.0584995742,0.0881137781,128.509,0.1890357822,Song 3,Mayor Daley,1
135,413,413,1108,0.004733552,0.2254316262,0.9542167958,0.9543762741,0.0961202029,0.0870733498,99.5,0.0803057717,Song 4,Mayor Daley,7
136,415,415,1117,0.3526089872,0.2801209769,0.7183626871,0.9265325027,0.1065008597,0.0292447028,169.397,0.6854287616,Florida Blue,Mike Rep and the Quotas,2
137,416,416,1118,0.7378983646,0.1532243549,0.7581342538,0.927486375,0.1578223314,0.0519801514,146.354,0.5111480282,Black Hole,Mike Rep and the Quotas,3
138,419,419,1121,0.3779740287,0.344545153,0.9945221369,0.7750357047,0.2978289308,0.1082588147,72.057,0.0668731651,Circle Crazy,Mincemeat or Tenspeed,6
139,421,421,1123,0.0009315984,0.1873892221,0.7495329281,0.9122180617,0.1107949641,0.0347979397,156.513,0.6207457689,I Sell Love,Mink Lungs,2
140,423,423,1125,0.8995788627,0.419481074,0.3737531192,0.7563712495,0.217263606,0.2649262011,153.529,0.5158939591,Sensual Pleasure,Mink Lungs,2
141,424,424,1126,0.0070539987,0.3710862618,0.8829432176,0.4709132838,0.306117044,0.0360508488,146.14,0.5401594316,Silent Sex,Mink Lungs,3
142,427,427,1130,0.0021954944,0.203107322,0.8737677102,0.0610822497,0.1778546299,0.045280849,151.203,0.4542752247,Clowns In My Galaxy,Mink Lungs,3
143,428,428,1131,0.5338478357,0.5752475981,0.2720375282,0.725764159,0.1134386887,0.0434987183,112.298,0.3864629621,Bunny Bought a Spaceship,Mink Lungs,7
144,431,431,1138,0.9737127309,0.3512149542,0.3213513997,0.973323525,0.1003957663,0.0278411264,98.73,0.1047789717,In Abstracted Fashion,Minmae,7
145,439,439,1147,0.5987310043,0.1830919477,0.5641923564,0.9282390959,0.0820112872,0.0449660027,130.326,0.1040300331,Walk To The Fire,Monoshock,1
146,440,440,1148,0.9135813508,0.120267264,0.1663317798,0.9717397511,0.298015967,0.1098749731,99.07,0.0303724943,International Hello,Monoshock,7
147,441,441,1149,0.8340853871,0.2121916432,0.4761818137,0.9535641957,0.0931778713,0.0519934689,119.398,0.2786393853,Sea Monkeys,Monoshock,1
148,442,442,1150,0.9031182084,0.1541808841,0.9942056791,0.9728700043,0.35,0.0725990807,170.112,0.0279477612,Model Citizen,Monoshock,2
149,443,443,1156,0.6135240026,0.4409086877,0.9176344881,0.929510966,0.105638794,0.0325111429,153.194,0.9215336136,45 Revolutions,Mors Ontologica,2
150,444,444,1157,0.5273851207,0.4741009788,0.9284008,0.9630391662,0.093407254,0.0615402947,111.455,0.357639481,Bombshell,Mors Ontologica,7
151,448,448,1161,0.8060461011,0.4221274884,0.945448315,0.9618332238,0.1103209127,0.0508484608,165.301,0.1970734102,Massive Action,Mors Ontologica,2
152,449,449,1162,0.6750852744,0.4234335132,0.96534869,0.898132231,0.1358638243,0.0599090711,140.319,0.7067765229,D.Y.I,Mors Ontologica,3
153,451,451,1165,0.4636382517,0.2122925942,0.8718832104,0.9723182198,0.1210385119,0.0543064638,151.387,0.3506466841,Washington Beach,Mors Ontologica,3
154,463,463,1179,0.5672288023,0.3840829934,0.8483964664,0.8717181348,0.1549118273,0.089434224,132.028,0.3544311779,Shoes,Mors Ontologica,1
155,465,465,1183,0.8719233691,0.457188672,0.8551342547,0.9472050567,0.1565358842,0.0538196505,145.482,0.6767210741,Vampires In My Neighborhood,Mors Ontologica,3
156,475,475,1193,0.97200265,0.618341117,0.2724071525,0.9302202926,0.1134020771,0.0336704145,115.291,0.3061725314,Wooly Mammoth's Absence,Mount Eerie,1
157,477,477,1195,0.9475473118,0.2900942789,0.0480081846,0.9540022257,0.1109580309,0.0336498212,67.83,0.0640606771,With My Hands Out,Mount Eerie,6
158,478,478,1196,0.6699166375,0.4225057127,0.4376794142,0.9230371963,0.1119775072,0.0701027615,142.699,0.1338751463,2 Blonde Braids,Mount Eerie,3
159,479,479,1197,0.9915125141,0.4971504894,0.0548609959,0.9580220986,0.1048107813,0.0334273993,60.309,0.2572970663,My Burning,Mount Eerie,6
160,481,481,1199,0.9754596029,0.3562338379,0.1038230904,0.9506032306,0.1121934582,0.0349938747,43.865,0.078418558,Cold Mountain Song 286,Mount Eerie,6
161,482,482,1201,0.1980256804,0.1814575791,0.9847033876,0.8674020421,0.2059609698,0.1618757441,186.185,0.2005606824,Galiens,Mountain High,0
162,483,483,1202,0.0770806696,0.3534125888,0.9745562503,0.8003285577,0.1158343547,0.0503072559,151.896,0.7616478053,Life Coach,Mountain High,2
163,484,484,1203,0.1046057674,0.3699913509,0.9737907911,0.9134705847,0.2218669972,0.0574766476,140.594,0.8702207695,Gateway Shrugs,Mountain High,3
164,485,485,1204,0.3039310948,0.313566495,0.9226314216,0.8595799956,0.2342468959,0.0535379533,150.525,0.6892975271,Russian Bear,Mountain High,3
165,486,486,1270,0.9173272918,0.3082252501,0.8697368802,0.9233923878,0.2561366735,0.0384554521,75.59,0.2622438515,Cocksuckerbastardmotherfucker,Necropolis,6
166,492,492,1279,0.9917208552,0.1070243354,0.2228466259,0.9728700043,0.0977062343,0.0421894319,156.506,0.0278817266,Childs Eye,Newagehillbilly,2
167,493,493,1280,0.0946428837,0.1886835063,0.7693956595,0.9429952247,0.1052251624,0.0410253778,139.145,0.0399091262,history,Newagehillbilly,3
168,502,502,1289,0.9911594889,0.3464248308,0.9672718407,0.9581446824,0.3183378372,0.1848381195,150.381,0.1832562795,Combat Phone,Newagehillbilly,3
169,503,503,1290,0.0053828371,0.3693149746,0.8114863392,0.7083119093,0.35,0.0435453327,139.849,0.1757530336,Rock Roller,Newagehillbilly,3
170,505,505,1292,0.8607777199,0.226359594,0.7777052754,0.867927033,0.3153119477,0.4890983024,135.541,0.1390037846,Pirate Radio,Newagehillbilly,3
171,539,539,1339,0.9922845424,0.2905060438,0.2811209369,0.9472783172,0.1924993226,0.0516173253,107.93,0.1400200383,Emotional Accident,Nicky Andrews,7
172,541,541,1354,0.2118025881,0.3746157458,0.9761785648,0.8835760928,0.1482602181,0.1795168997,85.05,0.1883983766,Fools Want Noise,Oh My God,4
